Site ID,Site Name,Sample datetime,Enterococci value (orgs/100 mL),Enterococci qualifier,Sample type
99660,St Kilda,2024-10-29,10,=,Routine
99690,Sandridge,2024-10-29,10,=,Routine
99700,Williamstown,2024-10-29,31,=,Routine
99710,Altona,2024-10-29,10,<,Routine
99990,Beaumaris,2024-10-29,10,<,Routine
99991,Brighton Life Saving Club,2024-10-29,62,=,Routine
99997,South Melbourne Life Saving Club,2024-10-29,10,<,Routine
99999,Black Rock Life Saving Club,2024-10-29,10,<,Routine
99160,Seaford,2024-10-29,10,<,Routine
99170,Frankston Surf Life Saving Club,2024-10-29,10,=,Routine
99240,Safety Beach,2024-10-29,10,<,Routine
99280,Blairgowrie,2024-10-29,20,=,Routine
99290,Sorrento,2024-10-29,10,=,Routine
99520,Portsea,2024-10-29,41,=,Routine
99530,Rye,2024-10-29,30,=,Routine
99550,Dromana,2024-10-29,10,=,Routine
99580,Canadian Bay,2024-10-29,20,=,Routine
99590,Frankston Coast Guard,2024-10-29,10,<,Routine
99992,Mornington Life Saving Club,2024-10-29,10,=,Routine
99993,Rosebud Life Saving Club,2024-10-29,10,<,Routine
99994,Mt Martha Life Saving Club,2024-10-29,10,<,Routine
99995,Carrum Surf Life Saving Club,2024-10-29,20,=,Routine
99996,Aspendale Life Saving Club,2024-10-29,10,<,Routine
99500,The Dell,2024-10-29,52,=,Routine
99510,Eastern Beach,2024-10-29,10,<,Routine
99730,Werribee Sth,2024-10-29,10,<,Routine
99761,Portarlington Beach (new site),2024-10-29,10,<,Routine
99770,St Leonards,2024-10-29,10,<,Routine
99998,Santa Casa,2024-10-29,10,<,Routine
99020,Port Melbourne,2024-11-12,10,<,Routine
99060,Hampton,2024-11-12,10,<,Routine
99070,Half Moon Bay,2024-11-12,10,=,Routine
99100,Mentone,2024-11-12,10,=,Routine
99620,Mordialloc,2024-11-12,31,=,Routine
99630,Sandringham,2024-11-12,10,<,Routine
99650,Elwood,2024-11-12,10,<,Routine
99660,St Kilda,2024-11-12,10,<,Routine
99690,Sandridge,2024-11-12,10,=,Routine
99700,Williamstown,2024-11-12,10,=,Routine
99710,Altona,2024-11-12,10,=,Routine
99990,Beaumaris,2024-11-12,10,<,Routine
99991,Brighton Life Saving Club,2024-11-12,10,<,Routine
99997,South Melbourne Life Saving Club,2024-11-12,10,<,Routine
99999,Black Rock Life Saving Club,2024-11-12,10,<,Routine
99160,Seaford,2024-11-12,10,<,Routine
99170,Frankston Surf Life Saving Club,2024-11-12,10,=,Routine
99240,Safety Beach,2024-11-12,10,<,Routine
99280,Blairgowrie,2024-11-12,10,<,Routine
99290,Sorrento,2024-11-12,10,<,Routine
99520,Portsea,2024-11-12,10,<,Routine
99530,Rye,2024-11-12,10,<,Routine
99550,Dromana,2024-11-12,31,=,Routine
99580,Canadian Bay,2024-11-12,31,=,Routine
99590,Frankston Coast Guard,2024-11-12,10,=,Routine
99992,Mornington Life Saving Club,2024-11-12,10,<,Routine
99993,Rosebud Life Saving Club,2024-11-12,10,<,Routine
99994,Mt Martha Life Saving Club,2024-11-12,10,<,Routine
99995,Carrum Surf Life Saving Club,2024-11-12,10,<,Routine
99996,Aspendale Life Saving Club,2024-11-12,74,=,Routine
99500,The Dell,2024-11-12,10,=,Routine
99510,Eastern Beach,2024-11-12,10,=,Routine
99730,Werribee Sth,2024-11-12,10,<,Routine
99761,Portarlington Beach (new site),2024-11-12,10,=,Routine
99770,St Leonards,2024-11-12,10,=,Routine
99998,Santa Casa,2024-11-12,10,=,Routine
99020,Port Melbourne,2024-11-26,190,=,Routine
99060,Hampton,2024-11-26,10,=,Routine
99070,Half Moon Bay,2024-11-26,20,=,Routine
99100,Mentone,2024-11-26,110,=,Routine
99620,Mordialloc,2024-11-26,52,=,Routine
99630,Sandringham,2024-11-26,10,<,Routine
99650,Elwood,2024-11-26,140,=,Routine
99660,St Kilda,2024-11-26,520,=,Routine
99690,Sandridge,2024-11-26,120,=,Routine
99700,Williamstown,2024-11-26,20,=,Routine
99710,Altona,2024-11-26,52,=,Routine
99990,Beaumaris,2024-11-26,280,=,Routine
99991,Brighton Life Saving Club,2024-11-26,41,=,Routine
99997,South Melbourne Life Saving Club,2024-11-26,260,=,Routine
99999,Black Rock Life Saving Club,2024-11-26,10,<,Routine
99160,Seaford,2024-11-26,31,=,Routine
99170,Frankston Surf Life Saving Club,2024-11-26,280,=,Routine
99240,Safety Beach,2024-11-26,20,=,Routine
99280,Blairgowrie,2024-11-26,20,=,Routine
99290,Sorrento,2024-11-26,10,<,Routine
99520,Portsea,2024-11-26,10,<,Routine
99530,Rye,2024-11-26,10,<,Routine
99550,Dromana,2024-11-26,20,=,Routine
99580,Canadian Bay,2024-11-26,10,=,Routine
99590,Frankston Coast Guard,2024-11-26,170,=,Routine
99992,Mornington Life Saving Club,2024-11-26,52,=,Routine
99993,Rosebud Life Saving Club,2024-11-26,20,=,Routine
99994,Mt Martha Life Saving Club,2024-11-26,10,<,Routine
99995,Carrum Surf Life Saving Club,2024-11-26,74,=,Routine
99996,Aspendale Life Saving Club,2024-11-26,97,=,Routine
99500,The Dell,2024-11-26,41,=,Routine
99510,Eastern Beach,2024-11-26,10,<,Routine
99730,Werribee Sth,2024-11-26,20,=,Routine
99761,Portarlington Beach (new site),2024-11-26,20,=,Routine
99770,St Leonards,2024-11-26,97,=,Routine
99998,Santa Casa,2024-11-26,10,<,Routine
99020,Port Melbourne,2024-12-03,20,=,Routine
99060,Hampton,2024-12-03,10,<,Routine
99070,Half Moon Bay,2024-12-03,63,=,Routine
99100,Mentone,2024-12-03,370,=,Routine
99620,Mordialloc,2024-12-03,350,=,Routine
99630,Sandringham,2024-12-03,340,=,Routine
99650,Elwood,2024-12-03,31,=,Routine
99660,St Kilda,2024-12-03,31,=,Routine
99690,Sandridge,2024-12-03,10,=,Routine
99700,Williamstown,2024-12-03,41,=,Routine
99710,Altona,2024-12-03,74,=,Routine
99990,Beaumaris,2024-12-03,790,=,Routine
99991,Brighton Life Saving Club,2024-12-03,20,=,Routine
99997,South Melbourne Life Saving Club,2024-12-03,10,<,Routine
99999,Black Rock Life Saving Club,2024-12-03,120,=,Routine
99160,Seaford,2024-12-03,30,=,Routine
99170,Frankston Surf Life Saving Club,2024-12-03,20,=,Routine
99240,Safety Beach,2024-12-03,610,=,Routine
99280,Blairgowrie,2024-12-03,160,=,Routine
99290,Sorrento,2024-12-03,290,=,Routine
99520,Portsea,2024-12-03,120,=,Routine
99530,Rye,2024-12-03,540,=,Routine
99550,Dromana,2024-12-03,930,=,Routine
99580,Canadian Bay,2024-12-03,170,=,Routine
99590,Frankston Coast Guard,2024-12-03,680,=,Routine
99992,Mornington Life Saving Club,2024-12-03,150,=,Routine
99993,Rosebud Life Saving Club,2024-12-03,150,=,Routine
99994,Mt Martha Life Saving Club,2024-12-03,930,=,Routine
99995,Carrum Surf Life Saving Club,2024-12-03,10,=,Routine
99996,Aspendale Life Saving Club,2024-12-03,31,=,Routine
99500,The Dell,2024-12-03,4400,=,Routine
99510,Eastern Beach,2024-12-03,960,=,Routine
99730,Werribee Sth,2024-12-03,52,=,Routine
99761,Portarlington Beach (new site),2024-12-03,63,=,Routine
99770,St Leonards,2024-12-03,160,=,Routine
99998,Santa Casa,2024-12-03,10,<,Routine
99550,Dromana,2024-12-04,10,<,Resample
99994,Mt Martha Life Saving Club,2024-12-04,10,<,Resample
99590,Frankston Coast Guard,2024-12-04,10,<,Resample
99170,Frankston Surf Life Saving Club,2024-12-04,110,=,Resample
99990,Beaumaris,2024-12-04,20,=,Resample
99100,Mentone,2024-12-04,74,=,Resample
99530,Rye,2024-12-04,10,=,Resample
99500,The Dell,2024-12-04,46,=,Resample
99510,Eastern Beach,2024-12-04,17,=,Resample
99770,St Leonards,2024-12-04,24,=,Resample
99020,Port Melbourne,2024-12-10,10,=,Routine
99060,Hampton,2024-12-10,10,=,Routine
99070,Half Moon Bay,2024-12-10,10,<,Routine
99100,Mentone,2024-12-10,20,=,Routine
99620,Mordialloc,2024-12-10,10,=,Routine
99630,Sandringham,2024-12-10,10,=,Routine
99650,Elwood,2024-12-10,10,=,Routine
99660,St Kilda,2024-12-10,41,=,Routine
99690,Sandridge,2024-12-10,10,=,Routine
99700,Williamstown,2024-12-10,10,=,Routine
99710,Altona,2024-12-10,31,=,Routine
99990,Beaumaris,2024-12-10,10,=,Routine
99991,Brighton Life Saving Club,2024-12-10,62,=,Routine
99997,South Melbourne Life Saving Club,2024-12-10,10,=,Routine
99999,Black Rock Life Saving Club,2024-12-10,10,<,Routine
99160,Seaford,2024-12-10,20,=,Routine
99170,Frankston Surf Life Saving Club,2024-12-10,690,=,Routine
99240,Safety Beach,2024-12-10,690,=,Routine
99280,Blairgowrie,2024-12-10,10000,=,Routine
99290,Sorrento,2024-12-10,230,=,Routine
99520,Portsea,2024-12-10,10,=,Routine
99530,Rye,2024-12-10,1500,=,Routine
99550,Dromana,2024-12-10,3700,=,Routine
99580,Canadian Bay,2024-12-10,380,=,Routine
99590,Frankston Coast Guard,2024-12-10,3200,=,Routine
99992,Mornington Life Saving Club,2024-12-10,98,=,Routine
99993,Rosebud Life Saving Club,2024-12-10,1300,=,Routine
99994,Mt Martha Life Saving Club,2024-12-10,3100,=,Routine
99995,Carrum Surf Life Saving Club,2024-12-10,1700,=,Routine
99996,Aspendale Life Saving Club,2024-12-10,10,<,Routine
99500,The Dell,2024-12-10,10,=,Routine
99510,Eastern Beach,2024-12-10,30,=,Routine
99730,Werribee Sth,2024-12-10,10,<,Routine
99761,Portarlington Beach (new site),2024-12-10,10,<,Routine
99770,St Leonards,2024-12-10,20,=,Routine
99998,Santa Casa,2024-12-10,10,<,Routine
99280,Blairgowrie,2024-12-11,10,=,Resample
99530,Rye,2024-12-11,10,=,Resample
99993,Rosebud Life Saving Club,2024-12-11,10,<,Resample
99550,Dromana,2024-12-11,10,<,Resample
99240,Safety Beach,2024-12-11,10,<,Resample
99994,Mt Martha Life Saving Club,2024-12-11,52,=,Resample
99580,Canadian Bay,2024-12-11,10,<,Resample
99590,Frankston Coast Guard,2024-12-11,52,=,Resample
99170,Frankston Surf Life Saving Club,2024-12-11,220,=,Resample
99290,Sorrento,2024-12-11,10,<,Resample
99170,Frankston Surf Life Saving Club,2024-12-12,130,<,Resample
99590,Frankston Coast Guard,2024-12-12,98,<,Resample
99020,Port Melbourne,2024-12-17,62,=,Routine
99060,Hampton,2024-12-17,10,<,Routine
99070,Half Moon Bay,2024-12-17,31,=,Routine
99100,Mentone,2024-12-17,400,=,Routine
99620,Mordialloc,2024-12-17,52,=,Routine
99630,Sandringham,2024-12-17,20,=,Routine
99650,Elwood,2024-12-17,52,=,Routine
99660,St Kilda,2024-12-17,660,=,Routine
99690,Sandridge,2024-12-17,260,=,Routine
99700,Williamstown,2024-12-17,10,<,Routine
99710,Altona,2024-12-17,74,=,Routine
99990,Beaumaris,2024-12-17,250,=,Routine
99991,Brighton Life Saving Club,2024-12-17,10,=,Routine
99997,South Melbourne Life Saving Club,2024-12-17,10,=,Routine
99999,Black Rock Life Saving Club,2024-12-17,31,=,Routine
99160,Seaford,2024-12-17,41,=,Routine
99170,Frankston Surf Life Saving Club,2024-12-17,31,=,Routine
99240,Safety Beach,2024-12-17,41,=,Routine
99280,Blairgowrie,2024-12-17,160,=,Routine
99290,Sorrento,2024-12-17,10,<,Routine
99520,Portsea,2024-12-17,10,<,Routine
99530,Rye,2024-12-17,370,=,Routine
99550,Dromana,2024-12-17,74,=,Routine
99580,Canadian Bay,2024-12-17,10,=,Routine
99590,Frankston Coast Guard,2024-12-17,52,=,Routine
99992,Mornington Life Saving Club,2024-12-17,180,=,Routine
99993,Rosebud Life Saving Club,2024-12-17,10,=,Routine
99994,Mt Martha Life Saving Club,2024-12-17,84,=,Routine
99995,Carrum Surf Life Saving Club,2024-12-17,20,=,Routine
99996,Aspendale Life Saving Club,2024-12-17,10,=,Routine
99500,The Dell,2024-12-17,31,=,Routine
99510,Eastern Beach,2024-12-17,20,=,Routine
99730,Werribee Sth,2024-12-17,10,=,Routine
99761,Portarlington Beach (new site),2024-12-17,20,=,Routine
99770,St Leonards,2024-12-17,140,=,Routine
99998,Santa Casa,2024-12-17,20,=,Routine
99530,Rye,2024-12-18,10,<,Resample
99020,Port Melbourne,2025-01-02,31,=,Routine
99060,Hampton,2025-01-02,10,=,Routine
99070,Half Moon Bay,2025-01-02,10,<,Routine
99100,Mentone,2025-01-02,600,=,Routine
99620,Mordialloc,2025-01-02,41,=,Routine
99630,Sandringham,2025-01-02,10,<,Routine
99650,Elwood,2025-01-02,10,=,Routine
99660,St Kilda,2025-01-02,120,=,Routine
99690,Sandridge,2025-01-02,86,=,Routine
99700,Williamstown,2025-01-02,10,<,Routine
99710,Altona,2025-01-02,20,=,Routine
99990,Beaumaris,2025-01-02,790,=,Routine
99991,Brighton Life Saving Club,2025-01-02,160,=,Routine
99997,South Melbourne Life Saving Club,2025-01-02,220,=,Routine
99999,Black Rock Life Saving Club,2025-01-02,10,=,Routine
99160,Seaford,2025-01-02,20,=,Routine
99170,Frankston Surf Life Saving Club,2025-01-02,20,=,Routine
99240,Safety Beach,2025-01-02,41,=,Routine
99280,Blairgowrie,2025-01-02,20,=,Routine
99290,Sorrento,2025-01-02,41,=,Routine
99520,Portsea,2025-01-02,10,<,Routine
99530,Rye,2025-01-02,20,=,Routine
99550,Dromana,2025-01-02,10,=,Routine
99580,Canadian Bay,2025-01-02,10,=,Routine
99590,Frankston Coast Guard,2025-01-02,10,<,Routine
99992,Mornington Life Saving Club,2025-01-02,10,=,Routine
99993,Rosebud Life Saving Club,2025-01-02,10,<,Routine
99994,Mt Martha Life Saving Club,2025-01-02,10,<,Routine
99995,Carrum Surf Life Saving Club,2025-01-02,10,<,Routine
99996,Aspendale Life Saving Club,2025-01-02,10,<,Routine
99500,The Dell,2025-01-02,10,<,Routine
99510,Eastern Beach,2025-01-02,10,<,Routine
99730,Werribee Sth,2025-01-02,31,=,Routine
99761,Portarlington Beach (new site),2025-01-02,120,=,Routine
99770,St Leonards,2025-01-02,10,=,Routine
99998,Santa Casa,2025-01-02,20,=,Routine
99100,Mentone,2025-01-03,20,=,Resample
99990,Beaumaris,2025-01-03,10,=,Resample
99997,South Melbourne Life Saving Club,2025-01-03,10,=,Resample
99020,Port Melbourne,2025-01-07,85,=,Routine
99060,Hampton,2025-01-07,10,=,Routine
99070,Half Moon Bay,2025-01-07,74,=,Routine
99100,Mentone,2025-01-07,1300,=,Routine
99620,Mordialloc,2025-01-07,260,=,Routine
99630,Sandringham,2025-01-07,10,<,Routine
99650,Elwood,2025-01-07,150,=,Routine
99660,St Kilda,2025-01-07,150,=,Routine
99690,Sandridge,2025-01-07,160,=,Routine
99700,Williamstown,2025-01-07,10,=,Routine
99710,Altona,2025-01-07,52,=,Routine
99990,Beaumaris,2025-01-07,130,=,Routine
99991,Brighton Life Saving Club,2025-01-07,10,=,Routine
99997,South Melbourne Life Saving Club,2025-01-07,220,=,Routine
99999,Black Rock Life Saving Club,2025-01-07,10,=,Routine
99160,Seaford,2025-01-07,31,=,Routine
99170,Frankston Surf Life Saving Club,2025-01-07,10,=,Routine
99240,Safety Beach,2025-01-07,20,=,Routine
99280,Blairgowrie,2025-01-07,10,<,Routine
99290,Sorrento,2025-01-07,110,=,Routine
99520,Portsea,2025-01-07,10,<,Routine
99530,Rye,2025-01-07,63,=,Routine
99550,Dromana,2025-01-07,74,=,Routine
99580,Canadian Bay,2025-01-07,52,=,Routine
99590,Frankston Coast Guard,2025-01-07,31,=,Routine
99992,Mornington Life Saving Club,2025-01-07,20,=,Routine
99993,Rosebud Life Saving Club,2025-01-07,140,=,Routine
99994,Mt Martha Life Saving Club,2025-01-07,10,<,Routine
99995,Carrum Surf Life Saving Club,2025-01-07,10,<,Routine
99996,Aspendale Life Saving Club,2025-01-07,10,=,Routine
99500,The Dell,2025-01-07,10,<,Routine
99510,Eastern Beach,2025-01-07,20,=,Routine
99730,Werribee Sth,2025-01-07,52,=,Routine
99761,Portarlington Beach (new site),2025-01-07,31,=,Routine
99770,St Leonards,2025-01-07,20,=,Routine
99998,Santa Casa,2025-01-07,10,<,Routine
99020,Port Melbourne,2025-01-14,170,=,Routine
99060,Hampton,2025-01-14,10,<,Routine
99070,Half Moon Bay,2025-01-14,10,<,Routine
99100,Mentone,2025-01-14,1600,=,Routine
99620,Mordialloc,2025-01-14,31,=,Routine
99630,Sandringham,2025-01-14,41,=,Routine
99650,Elwood,2025-01-14,110,=,Routine
99660,St Kilda,2025-01-14,270,=,Routine
99690,Sandridge,2025-01-14,52,=,Routine
99700,Williamstown,2025-01-14,20,=,Routine
99710,Altona,2025-01-14,20,=,Routine
99990,Beaumaris,2025-01-14,31,=,Routine
99991,Brighton Life Saving Club,2025-01-14,41,=,Routine
99997,South Melbourne Life Saving Club,2025-01-14,31,=,Routine
99999,Black Rock Life Saving Club,2025-01-14,31,=,Routine
99160,Seaford,2025-01-14,10,=,Routine
99170,Frankston Surf Life Saving Club,2025-01-14,380,=,Routine
99240,Safety Beach,2025-01-14,10,<,Routine
99280,Blairgowrie,2025-01-14,20,=,Routine
99290,Sorrento,2025-01-14,10,<,Routine
99520,Portsea,2025-01-14,10,<,Routine
99530,Rye,2025-01-14,41,=,Routine
99550,Dromana,2025-01-14,10,<,Routine
99580,Canadian Bay,2025-01-14,20,=,Routine
99590,Frankston Coast Guard,2025-01-14,280,=,Routine
99992,Mornington Life Saving Club,2025-01-14,10,=,Routine
99993,Rosebud Life Saving Club,2025-01-14,20,=,Routine
99994,Mt Martha Life Saving Club,2025-01-14,20,=,Routine
99995,Carrum Surf Life Saving Club,2025-01-14,52,=,Routine
99996,Aspendale Life Saving Club,2025-01-14,10,=,Routine
99500,The Dell,2025-01-14,20,=,Routine
99510,Eastern Beach,2025-01-14,74,=,Routine
99730,Werribee Sth,2025-01-14,41,=,Routine
99761,Portarlington Beach (new site),2025-01-14,10,=,Routine
99770,St Leonards,2025-01-14,20,=,Routine
99998,Santa Casa,2025-01-14,10,<,Routine
99020,Port Melbourne,2025-01-16,120,=,Routine
99060,Hampton,2025-01-16,63,=,Routine
99070,Half Moon Bay,2025-01-16,220,=,Routine
99100,Mentone,2025-01-16,1800,=,Routine
99620,Mordialloc,2025-01-16,300,=,Routine
99630,Sandringham,2025-01-16,74,=,Routine
99650,Elwood,2025-01-16,31,=,Routine
99660,St Kilda,2025-01-16,730,=,Routine
99690,Sandridge,2025-01-16,62,=,Routine
99700,Williamstown,2025-01-16,280,=,Routine
99710,Altona,2025-01-16,390,=,Routine
99990,Beaumaris,2025-01-16,450,=,Routine
99991,Brighton Life Saving Club,2025-01-16,63,=,Routine
99997,South Melbourne Life Saving Club,2025-01-16,20,=,Routine
99999,Black Rock Life Saving Club,2025-01-16,170,=,Routine
99160,Seaford,2025-01-16,97,=,Routine
99170,Frankston Surf Life Saving Club,2025-01-16,150,=,Routine
99240,Safety Beach,2025-01-16,10,=,Routine
99280,Blairgowrie,2025-01-16,220,=,Routine
99290,Sorrento,2025-01-16,74,=,Routine
99520,Portsea,2025-01-16,10,<,Routine
99530,Rye,2025-01-16,340,=,Routine
99550,Dromana,2025-01-16,41,=,Routine
99580,Canadian Bay,2025-01-16,20,=,Routine
99590,Frankston Coast Guard,2025-01-16,20,=,Routine
99992,Mornington Life Saving Club,2025-01-16,10,=,Routine
99993,Rosebud Life Saving Club,2025-01-16,63,=,Routine
99994,Mt Martha Life Saving Club,2025-01-16,98,=,Routine
99995,Carrum Surf Life Saving Club,2025-01-16,63,=,Routine
99996,Aspendale Life Saving Club,2025-01-16,210,=,Routine
99500,The Dell,2025-01-16,52,=,Routine
99510,Eastern Beach,2025-01-16,51,=,Routine
99730,Werribee Sth,2025-01-16,31,=,Routine
99761,Portarlington Beach (new site),2025-01-16,31,=,Routine
99770,St Leonards,2025-01-16,52,=,Routine
99998,Santa Casa,2025-01-16,10,<,Routine
99070,Half Moon Bay,2025-01-17,10,<,Resample
99100,Mentone,2025-01-17,13,=,Resample
99280,Blairgowrie,2025-01-17,13,=,Resample
99530,Rye,2025-01-17,10,=,Resample
99620,Mordialloc,2025-01-17,16,=,Resample
99660,St Kilda,2025-01-17,290,=,Resample
99700,Williamstown,2025-01-17,16,=,Resample
99710,Altona,2025-01-17,10,=,Resample
99990,Beaumaris,2025-01-17,10,<,Resample
99996,Aspendale Life Saving Club,2025-01-17,10,<,Resample
99660,St Kilda,2025-01-18,10,<,Resample
99020,Port Melbourne,2025-01-21,280,=,Routine
99060,Hampton,2025-01-21,110,=,Routine
99070,Half Moon Bay,2025-01-21,62,=,Routine
99100,Mentone,2025-01-21,41,=,Routine
99620,Mordialloc,2025-01-21,86,=,Routine
99630,Sandringham,2025-01-21,10,=,Routine
99650,Elwood,2025-01-21,20,=,Routine
99660,St Kilda,2025-01-21,470,=,Routine
99690,Sandridge,2025-01-21,10,<,Routine
99700,Williamstown,2025-01-21,20,=,Routine
99710,Altona,2025-01-21,10,<,Routine
99990,Beaumaris,2025-01-21,52,=,Routine
99991,Brighton Life Saving Club,2025-01-21,20,=,Routine
99997,South Melbourne Life Saving Club,2025-01-21,86,=,Routine
99999,Black Rock Life Saving Club,2025-01-21,10,=,Routine
99160,Seaford,2025-01-21,20,=,Routine
99170,Frankston Surf Life Saving Club,2025-01-21,52,=,Routine
99240,Safety Beach,2025-01-21,10,<,Routine
99280,Blairgowrie,2025-01-21,31,=,Routine
99290,Sorrento,2025-01-21,10,<,Routine
99520,Portsea,2025-01-21,10,<,Routine
99530,Rye,2025-01-21,10,<,Routine
99550,Dromana,2025-01-21,10,<,Routine
99580,Canadian Bay,2025-01-21,31,=,Routine
99590,Frankston Coast Guard,2025-01-21,130,=,Routine
99992,Mornington Life Saving Club,2025-01-21,10,<,Routine
99993,Rosebud Life Saving Club,2025-01-21,10,<,Routine
99994,Mt Martha Life Saving Club,2025-01-21,10,<,Routine
99995,Carrum Surf Life Saving Club,2025-01-21,10,<,Routine
99996,Aspendale Life Saving Club,2025-01-21,10,=,Routine
99500,The Dell,2025-01-21,10,<,Routine
99510,Eastern Beach,2025-01-21,210,=,Routine
99730,Werribee Sth,2025-01-21,10,<,Routine
99761,Portarlington Beach (new site),2025-01-21,10,<,Routine
99770,St Leonards,2025-01-21,41,=,Routine
99998,Santa Casa,2025-01-21,10,=,Routine
99020,Port Melbourne,2025-01-22,249,=,Resample
99660,St Kilda,2025-01-22,135,=,Resample
99510,Eastern Beach,2025-01-22,67,=,Resample
99020,Port Melbourne,2025-01-23,13,=,Resample
99660,St Kilda,2025-01-23,287,=,Resample
99020,Port Melbourne,2025-01-28,10,=,Routine
99060,Hampton,2025-01-28,97,=,Routine
99070,Half Moon Bay,2025-01-28,30,=,Routine
99100,Mentone,2025-01-28,98,=,Routine
99620,Mordialloc,2025-01-28,74,=,Routine
99630,Sandringham,2025-01-28,10,<,Routine
99650,Elwood,2025-01-28,52,=,Routine
99660,St Kilda,2025-01-28,97,=,Routine
99690,Sandridge,2025-01-28,10,<,Routine
99700,Williamstown,2025-01-28,10,<,Routine
99710,Altona,2025-01-28,31,=,Routine
99990,Beaumaris,2025-01-28,52,=,Routine
99991,Brighton Life Saving Club,2025-01-28,31,=,Routine
99997,South Melbourne Life Saving Club,2025-01-28,10,=,Routine
99999,Black Rock Life Saving Club,2025-01-28,30,=,Routine
99160,Seaford,2025-01-28,20,=,Routine
99170,Frankston Surf Life Saving Club,2025-01-28,120,=,Routine
99240,Safety Beach,2025-01-28,31,=,Routine
99280,Blairgowrie,2025-01-28,10,<,Routine
99290,Sorrento,2025-01-28,10,<,Routine
99520,Portsea,2025-01-28,10,=,Routine
99530,Rye,2025-01-28,98,=,Routine
99550,Dromana,2025-01-28,10,=,Routine
99580,Canadian Bay,2025-01-28,31,=,Routine
99590,Frankston Coast Guard,2025-01-28,10,<,Routine
99992,Mornington Life Saving Club,2025-01-28,85,=,Routine
99993,Rosebud Life Saving Club,2025-01-28,97,=,Routine
99994,Mt Martha Life Saving Club,2025-01-28,31,=,Routine
99995,Carrum Surf Life Saving Club,2025-01-28,10,<,Routine
99996,Aspendale Life Saving Club,2025-01-28,20,=,Routine
99500,The Dell,2025-01-28,10,=,Routine
99510,Eastern Beach,2025-01-28,10,=,Routine
99730,Werribee Sth,2025-01-28,10,<,Routine
99761,Portarlington Beach (new site),2025-01-28,52,=,Routine
99770,St Leonards,2025-01-28,20,=,Routine
99998,Santa Casa,2025-01-28,10,<,Routine
99020,Port Melbourne,2025-02-04,86,=,Routine
99060,Hampton,2025-02-04,10,=,Routine
99070,Half Moon Bay,2025-02-04,10,=,Routine
99100,Mentone,2025-02-04,52,=,Routine
99620,Mordialloc,2025-02-04,20,=,Routine
99630,Sandringham,2025-02-04,110,=,Routine
99650,Elwood,2025-02-04,150,=,Routine
99660,St Kilda,2025-02-04,130,=,Routine
99690,Sandridge,2025-02-04,20,=,Routine
99700,Williamstown,2025-02-04,130,=,Routine
99710,Altona,2025-02-04,20,=,Routine
99990,Beaumaris,2025-02-04,10,<,Routine
99991,Brighton Life Saving Club,2025-02-04,140,=,Routine
99997,South Melbourne Life Saving Club,2025-02-04,52,=,Routine
99999,Black Rock Life Saving Club,2025-02-04,31,=,Routine
99160,Seaford,2025-02-04,460,=,Routine
99170,Frankston Surf Life Saving Club,2025-02-04,120,=,Routine
99240,Safety Beach,2025-02-04,10,=,Routine
99280,Blairgowrie,2025-02-04,10,=,Routine
99290,Sorrento,2025-02-04,860,=,Routine
99520,Portsea,2025-02-04,10,=,Routine
99530,Rye,2025-02-04,10,=,Routine
99550,Dromana,2025-02-04,10,<,Routine
99580,Canadian Bay,2025-02-04,130,=,Routine
99590,Frankston Coast Guard,2025-02-04,110,=,Routine
99992,Mornington Life Saving Club,2025-02-04,10,<,Routine
99993,Rosebud Life Saving Club,2025-02-04,74,=,Routine
99994,Mt Martha Life Saving Club,2025-02-04,10,<,Routine
99995,Carrum Surf Life Saving Club,2025-02-04,20,=,Routine
99996,Aspendale Life Saving Club,2025-02-04,20,=,Routine
99500,The Dell,2025-02-04,52,=,Routine
99510,Eastern Beach,2025-02-04,85,=,Routine
99730,Werribee Sth,2025-02-04,98,=,Routine
99761,Portarlington Beach (new site),2025-02-04,10,<,Routine
99770,St Leonards,2025-02-04,20,=,Routine
99998,Santa Casa,2025-02-04,10,<,Routine
99020,Port Melbourne,2025-02-11,10,<,Routine
99060,Hampton,2025-02-11,10,<,Routine
99070,Half Moon Bay,2025-02-11,20,=,Routine
99100,Mentone,2025-02-11,10,=,Routine
99620,Mordialloc,2025-02-11,10,=,Routine
99630,Sandringham,2025-02-11,10,<,Routine
99650,Elwood,2025-02-11,10,<,Routine
99660,St Kilda,2025-02-11,10,=,Routine
99690,Sandridge,2025-02-11,10,<,Routine
99700,Williamstown,2025-02-11,10,=,Routine
99710,Altona,2025-02-11,31,=,Routine
99990,Beaumaris,2025-02-11,10,<,Routine
99991,Brighton Life Saving Club,2025-02-11,20,=,Routine
99997,South Melbourne Life Saving Club,2025-02-11,10,<,Routine
99999,Black Rock Life Saving Club,2025-02-11,10,<,Routine
99160,Seaford,2025-02-11,10,<,Routine
99170,Frankston Surf Life Saving Club,2025-02-11,10,=,Routine
99240,Safety Beach,2025-02-11,10,=,Routine
99280,Blairgowrie,2025-02-11,10,=,Routine
99290,Sorrento,2025-02-11,10,=,Routine
99520,Portsea,2025-02-11,10,<,Routine
99530,Rye,2025-02-11,20,=,Routine
99550,Dromana,2025-02-11,10,<,Routine
99580,Canadian Bay,2025-02-11,10,=,Routine
99590,Frankston Coast Guard,2025-02-11,10,<,Routine
99992,Mornington Life Saving Club,2025-02-11,10,=,Routine
